business_id,business_name,owner_name,email,phone,address,city,state,country,zipcode,industry,founded_year,employee_count,revenue,website,status,rating,registration_no,created_at,updated_at
6667,Meyer and Sons,Valerie Trevino,myerslisa@austin-ramos.com,387.912.1920,"74428 Michael Burgs Apt. 641, West Eric, TN 14350",Lake Hannah,Nebraska,Cayman Islands,83168,Entertainment,1983,1402,98835612.72,www.meyerandsons.com,Pending,1.44,CA-32242855,2021-04-21,2022-01-20
6668,Brown-Brooks,Jennifer Alvarez,catherine11@jones-clark.org,(299)336-9963x427,"79454 Ryan Ports, Garciatown, FL 39317",New Matthewberg,Kentucky,New Caledonia,54603,Manufacturing,1958,1166,61285591.42,www.brown-brooks.com,Pending,3.98,Mf-77167353,2022-04-22,2024-05-27
6669,"Thompson, Spencer and Rodriguez",Michael Golden,hayeselaine@morgan.com,+1-205-592-7646x415,"5393 Rodriguez Corner Apt. 659, Gomezstad, UT 05448",Gonzalestown,Wyoming,Svalbard & Jan Mayen Islands,19688,Logistics,1991,876,65968326.34,www.thompsonspencerandrodriguez.com,Active,3.88,JR-83085518,2025-04-14,2025-08-19
6670,"Hernandez, Ross and Robbins",Ryan Aguirre,marymatthews@fuentes.net,188.754.0271,"175 Douglas Squares, Hallfurt, FL 77882",West Josephport,Wyoming,Slovenia,72178,Retail,2013,1328,53862129.41,www.hernandezrossandrobbins.com,Pending,1.87,NG-77386638,2023-05-05,2025-06-03
6671,White-Howard,Melissa Johnson,danielmichael@mcintyre.org,(785)063-8864x3468,"457 Ebony Ways Apt. 640, South Kim, ND 35414",New Kimberly,Connecticut,Sudan,63879,Technology,2011,4720,36824232.8,www.white-howard.com,Active,2.19,eU-56129755,2024-12-06,2025-05-21
6672,"Davis, Gomez and Ellis",Adrian English,juan76@hamilton-cuevas.com,(049)174-1423,"877 Ramirez Harbor Apt. 835, East April, NY 37761",West Josephhaven,Tennessee,Kenya,72286,Healthcare,2025,1136,66684082.42,www.davisgomezandellis.com,Closed,4.23,xG-23514624,2023-11-21,2024-06-10
6673,"Jones, Williams and Gaines",James Bell,ramosgary@rodriguez.com,676.808.7757,"USNS Roberts, FPO AP 54405",Michaelmouth,Montana,Grenada,63657,Education,2007,1827,86408550.35,www.joneswilliamsandgaines.com,Pending,1.53,XY-71942470,2022-12-16,2024-09-22
6674,Bernard and Sons,Andrea Nelson,wjackson@parker.org,(750)369-2709x68594,"336 Rachel Court Apt. 976, West Angelica, ID 32825",Richardfurt,Illinois,Gabon,98298,Technology,1985,16,26328220.62,www.bernardandsons.com,Pending,3.55,Xw-16621037,2020-10-19,2023-04-18
6675,Rasmussen-Woodward,Justin Horton,janiceolson@paul.org,(743)206-6389,"74171 John Village, Wilsonland, AR 56160",Ochoaburgh,Nebraska,Hong Kong,51983,Finance,1981,4034,51652740.52,www.rasmussen-woodward.com,Pending,3.75,ff-31689425,2025-03-31,2025-08-19
6676,Schmidt Group,Brianna King,lopezjerry@roberts-boyd.org,127-308-2071,"87348 Glenda Spring, Gabrielport, MN 89268",Paulview,New York,Equatorial Guinea,15690,Real Estate,1957,2906,32335966.2,www.schmidtgroup.com,Pending,2.36,cG-61942358,2024-05-07,2024-06-16
6677,Wilson-Reid,Jennifer Bryant,phillip49@roberts.net,001-315-724-6535x4279,"43117 Lisa Oval, East Mark, MT 52018",Woodwardside,Oklahoma,Colombia,83968,Healthcare,2015,205,13472598.45,www.wilson-reid.com,Pending,3.3,mb-82680727,2020-12-17,2022-01-03
6678,"Cobb, Burns and Ingram",Grace Thomas,irwinroger@bates.com,001-194-968-4876x61628,"218 Jill Island, Gordonberg, ME 69001",Johnberg,Wisconsin,Saint Pierre and Miquelon,33070,Logistics,2018,1274,64459575.07,www.cobbburnsandingram.com,Pending,4.59,Kh-58503976,2020-09-21,2021-09-17
6679,Bean-Solomon,Amy Singh,nicole39@wood.info,244-036-9480x221,"5925 Paul Canyon Apt. 878, Humphreymouth, FL 34360",New Christinamouth,Illinois,British Virgin Islands,14106,Manufacturing,1985,2391,4223589.39,www.bean-solomon.com,Closed,1.21,kO-91828509,2021-02-21,2022-04-29
6680,"Gardner, Dean and Lane",Lynn Rios PhD,vortiz@morrow.com,178-994-8451x824,"488 Rose Loop, South Melissa, OR 24130",Matthewport,Hawaii,Bahamas,67481,Hospitality,1972,2084,21291068.54,www.gardnerdeanandlane.com,Inactive,1.15,Ya-49664160,2023-12-12,2025-07-08
6681,Sutton Group,Jason Morrison,lorijackson@hancock-rodriguez.com,+1-488-916-5676,"82567 Lori Fall, West David, CA 18014",Markburgh,Utah,Jordan,70647,Real Estate,2015,3793,5134209.04,www.suttongroup.com,Closed,2.15,EH-97598366,2024-06-18,2025-08-19
6682,Simmons-Ramos,Kelly Dorsey,ramirezdaniel@watkins-snyder.com,+1-509-959-8072x8473,"USNS Cooper, FPO AE 15396",New Moniqueville,Washington,New Caledonia,48729,Manufacturing,1970,4752,31887309.15,www.simmons-ramos.com,Inactive,3.59,ls-86767267,2024-12-28,2025-08-19
